period,cohort,family,model_id,probability_type,fitted_model_sha256,model_hash_type,constituent_fitted_model_count,n_orders,n_events,prevalence,log_loss,brier,average_precision,roc_auc,top_5pct_lift,top_10pct_lift,top_10pct_recall,calibration_intercept,calibration_slope,wace,calibration_invalid_reason,order_id_sha256,origin,calibration_method,n_train,cohort_month
terminal,2018-07_to_2018-08,xgboost,M2,raw,624f844cd45ed6dcafce9a37a1768de103091f6094b3d9b32968348cb2415a30,fitted_model,,12507,601,0.0480530902694,0.195511827925,0.0460532801861,0.0710237440858,0.614042249423,1.76189577541,1.48051010107,0.148086522463,10.5374341155,5.17011607077,0.0258149235941,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost,M2,calibrated,624f844cd45ed6dcafce9a37a1768de103091f6094b3d9b32968348cb2415a30,fitted_model,,12507,601,0.0480530902694,0.195511827925,0.0460532801861,0.0710237440858,0.614042249423,1.76189577541,1.48051010107,0.148086522463,10.5374341155,5.17011607077,0.0258149235941,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost,M3,raw,fb2475b3f43d72e09f268a0e769c9bd028e2a769f59653f0507931b98c12e784,fitted_model,,12507,601,0.0480530902694,0.197554017375,0.0463287797893,0.0496085294585,0.424698476949,1.62892250934,1.18108109187,0.118136439268,-3.53915409242,-0.214013616953,0.0338490933008,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost,M3,calibrated,fb2475b3f43d72e09f268a0e769c9bd028e2a769f59653f0507931b98c12e784,fitted_model,,12507,601,0.0480530902694,0.197554017375,0.0463287797893,0.0496085294585,0.424698476949,1.62892250934,1.18108109187,0.118136439268,-3.53915409242,-0.214013616953,0.0338490933008,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost,M4,raw,6187a787608e786ee1067eadc70c5d35441adccb5decf308bafce7534faf06cb,fitted_model,,12507,601,0.0480530902694,0.196593681989,0.0461957435173,0.0580130448778,0.540071240245,1.72865245889,1.34743054142,0.134775374376,0.514135768807,1.35649018401,0.028267653431,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost,M4,calibrated,6187a787608e786ee1067eadc70c5d35441adccb5decf308bafce7534faf06cb,fitted_model,,12507,601,0.0480530902694,0.196593681989,0.0461957435173,0.0580130448778,0.540071240245,1.72865245889,1.34743054142,0.134775374376,0.514135768807,1.35649018401,0.028267653431,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost,M5,raw,08c02ad5003bda70cd284586f015baaffe00f9098dc9023dd3837407ea3604ce,fitted_model,,12507,601,0.0480530902694,0.196089242137,0.0461269994073,0.0615849623068,0.570343033742,1.66216582586,1.16444614691,0.116472545757,1.56064815374,1.75382579748,0.031331879704,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost,M5,calibrated,08c02ad5003bda70cd284586f015baaffe00f9098dc9023dd3837407ea3604ce,fitted_model,,12507,601,0.0480530902694,0.196089242137,0.0461269994073,0.0615849623068,0.570343033742,1.66216582586,1.16444614691,0.116472545757,1.56064815374,1.75382579748,0.031331879704,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost,M4E,raw,6a3076305b22ad1658d5b187c9f8d084ea4382bb4059c6a9fa5abbddf24fa2f9,fitted_model,,12507,601,0.0480530902694,0.197353314802,0.0463005580021,0.0531140424318,0.489227316698,1.46270592676,1.41397032125,0.141430948419,-1.19996534582,0.697105256384,0.0302076753206,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost,M4E,calibrated,6a3076305b22ad1658d5b187c9f8d084ea4382bb4059c6a9fa5abbddf24fa2f9,fitted_model,,12507,601,0.0480530902694,0.197353314802,0.0463005580021,0.0531140424318,0.489227316698,1.46270592676,1.41397032125,0.141430948419,-1.19996534582,0.697105256384,0.0302076753206,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
