period,cohort,family,model_id,quantile,n_orders,pinball_loss,skill_vs_unconditional,skill_vs_q1,order_id_sha256,comparison,pinball_skill,coverage_not_materially_worse,coverage_materially_worse,support_ge20_gain_present,gain_only_low_support,cohort_month
terminal,2018-07_to_2018-08,linear_quantile,Q1,0.5,601,2.05274941691,0.133635955365,0,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q1-unconditional,0.133635955365,False,True,False,True,2018-07_to_2018-08
terminal,2018-07_to_2018-08,linear_quantile,Q2,0.5,601,2.05173841131,0.134062650846,0.000492512914903,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q2-Q1,0.000492512914903,True,False,False,True,2018-07_to_2018-08
terminal,2018-07_to_2018-08,linear_quantile,Q3,0.5,601,2.05419124785,0.133027429803,-0.000702390138575,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q3-Q1,-0.000702390138575,True,False,True,False,2018-07_to_2018-08
terminal,2018-07_to_2018-08,linear_quantile,Q4,0.5,601,2.04494152685,0.136931279751,0.00380362551617,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q4-Q1,0.00380362551617,True,False,True,False,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost_quantile,Q1,0.5,601,2.23274179941,0.0576700692096,0,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q1-unconditional,0.0576700692096,False,True,False,True,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost_quantile,Q2,0.5,601,2.21411471557,0.0655316404077,0.00834269499591,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q2-Q1,0.00834269499591,True,False,False,True,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost_quantile,Q3,0.5,601,2.21496155932,0.0651742295268,0.00796341076723,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q3-Q1,0.00796341076723,True,False,False,True,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost_quantile,Q4,0.5,601,2.24679009609,0.0517409777039,-0.00629194861806,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q4-Q1,-0.00629194861806,True,False,False,True,2018-07_to_2018-08
terminal,2018-07_to_2018-08,linear_quantile,Q1,0.9,601,1.74822927788,0.153560141784,0,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q1-unconditional,0.153560141784,False,True,False,True,2018-07_to_2018-08
terminal,2018-07_to_2018-08,linear_quantile,Q2,0.9,601,1.75614319995,0.149728459541,-0.00452682161132,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q2-Q1,-0.00452682161132,True,False,False,True,2018-07_to_2018-08
