task,block,period,cohort,cohort_month,family,model_family,comparison,candidate_model,model_id,specification,reference_model,representation,probability_type,support_stratum,minimum_support_threshold,median_support,cold_start_share,n_orders,n_obs,n_events,order_id_sha256,delta_log_loss,delta_brier,delta_brier_score,candidate_log_loss,reference_log_loss,candidate_brier,reference_brier,task_evidence,model_family_evidence,candidate_specification,reference_specification,representation_evidence,later_month_count,primary_evidence_available,median_delta_log_loss,median_delta_brier,both_improved_month_count,high_support_guard_available,high_support_median_delta_log_loss,high_support_median_delta_brier,high_support_material_reversal,high_support_no_material_reversal,calibration_guard_available,median_delta_wace,median_delta_absolute_calibration_slope_error,calibration_not_systematically_worse,calibration_systematically_worse,score_guard_available,score_only_median_delta_log_loss,full_beats_metadata_log_loss,full_no_metadata_brier_worsening,score_contributes,benefit_not_metadata_only,all_guards_available,all_guards_pass,evidence_status,evidence_label,evidence_reason
breach,seller,later,2018-06,2018-06,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,5-9,,7,0,587,587,7,09e7cb52b55b073f70ad9e71f22f480669cbf9f12606c5dc40acbf623acc398f,-0.0112518265783,-0.00109062263249,-0.00109062263249,0.0951640678908,0.106415894469,0.0144642328572,0.0155548554897,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-06,2018-06,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,cold_start,,0,1,402,402,3,c1c6497b0afb1754d8bd05df8e6436164e707a152a728e7cb805e4ef4cf76900,-0.00166704834193,-0.000168442123442,-0.000168442123442,0.0936268563176,0.0952939046595,0.0116053707261,0.0117738128496,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,later,2018-06,2018-06,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,0-4,,2,0,867,867,11,32aa71b1ccb3a6ec8b181603c00c1fea330f87bcb508e0bee082e799607dfe2a,0.00888816213527,0.00134179294006,0.00134179294006,0.0880716332282,0.079183471093,0.0144688090265,0.0131270160864,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,combined,later,2018-06,2018-06,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,10-19,,14,0,891,891,12,6b58e28ab480a2c97c26cbd1600240926ddb060a8c3d579a470e5b57ff816bba,0.0154916810688,0.00203872326331,0.00203872326331,0.0972102947926,0.0817186137238,0.0158879244353,0.013849201172,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,combined,later,2018-06,2018-06,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,20+,20,66,0,3271,3271,37,81c79d2a461a6e6b702dd173daa2983ed04ea88a8315f02d082be798df8e18ac,0.00943489458209,0.0019128336385,0.0019128336385,0.0841057100015,0.0746708154194,0.0137637174013,0.0118508837628,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,combined,later,2018-06,2018-06,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,5-9,,7,0,647,647,8,c07efb7cd20cdaf4f2d1b057af14445bb18030a3d6b086bb0b2619744b5fe02a,0.00975341508657,0.00105331862335,0.00105331862335,0.0878854617504,0.0781320466639,0.013881576378,0.0128282577546,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,combined,later,2018-06,2018-06,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,cold_start,,0,1,420,420,3,3225773abd11f80c0e27b056bf258ad6909edd066ab5a32f0306366049f0a9f2,0.0168837262605,0.00256529012893,0.00256529012893,0.0779666933597,0.0610829670993,0.0105558809473,0.00799059081836,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,geographic,later,2018-06,2018-06,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,0-4,,2,0,96,96,1,3d155cab2e7ee7a7499947c6f20953167dadc4d6d8e8a864f7ddcc58f955c5c8,0.0119542138286,0.00104530854367,0.00104530854367,0.0837476906,0.0717934767714,0.0120704824067,0.011025173863,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,later,2018-06,2018-06,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,10-19,,13,0,112,112,1,9025abc2056f230398d60ce7886ec79a1057c4e6fbd81e8541cd8726f85e05c3,0.0121996385356,0.00111077997607,0.00111077997607,0.0790620993936,0.0668624608579,0.0107520511874,0.00964127121129,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,later,2018-06,2018-06,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,20+,20,1644,0,5766,5766,67,18698c56975001fec5891aa97fc5a2e00aa8c0e5b595f5644a5bafb19ff3e6eb,0.00440723952836,0.000402773470489,0.000402773470489,0.0800921165971,0.0756848770687,0.0125398219802,0.0121370485097,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,later,2018-06,2018-06,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,5-9,,6,0,100,100,2,3974f91099544f3514b36f93beb8c7811ca98b65a300ccbd74524589dac2a13c,0.00474251141068,0.00036480745253,0.00036480745253,0.107770606086,0.103028094675,0.0202641288433,0.0198993213908,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,later,2018-06,2018-06,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,cold_start,,0,1,22,22,0,6f8811e741ef6eb9953b5032284b7ba96e2a562ca9f9cb7518ef3e627c03bf35,0.023452484242,0.00217711223133,0.00217711223133,0.0614202953122,0.0379678110703,0.00356529304752,0.00138818081619,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-06,2018-06,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,0-4,,2,0,812,812,10,dcbbbb042fb750833ac6d395cb290985bc53466219a69abb6ce1710985fca90f,0.00686143991342,0.000909870578735,0.000909870578735,0.0848340670836,0.0779726271702,0.0136924054731,0.0127825348943,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,seller,later,2018-06,2018-06,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,10-19,,14,0,857,857,13,3379cebe0c22edb8f59f0ddc115397bb6d068b0f8673b52dc28b0d5ac7aae454,0.0153255627326,0.00196912622896,0.00196912622896,0.102586479118,0.0872609163858,0.0173934757152,0.0154243494863,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,seller,later,2018-06,2018-06,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,20+,20,78,0,3438,3438,38,6855508bdc09705b0e17b20f019cf8053c142f2822b20d1b0bc055c18574c8f1,0.0263439949086,0.00400648722678,0.00400648722678,0.100178372636,0.0738343777273,0.0156183766425,0.0116118894157,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,seller,later,2018-06,2018-06,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,5-9,,7,0,587,587,7,09e7cb52b55b073f70ad9e71f22f480669cbf9f12606c5dc40acbf623acc398f,0.00891366382107,0.0013096398851,0.0013096398851,0.0855889600364,0.0766752962153,0.0137290213758,0.0124193814907,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,seller,later,2018-06,2018-06,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,cold_start,,0,1,402,402,3,c1c6497b0afb1754d8bd05df8e6436164e707a152a728e7cb805e4ef4cf76900,0.00773613227422,0.000811932402112,0.000811932402112,0.0698518132838,0.0621156810096,0.00909798787555,0.00828605547344,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,combined,later,2018-06,2018-06,xgboost,xgboost,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,0-4,,2,0,867,867,11,32aa71b1ccb3a6ec8b181603c00c1fea330f87bcb508e0bee082e799607dfe2a,-0.000624822902445,-7.95130385182e-05,-7.95130385182e-05,0.106938371862,0.107563194765,0.0160226236384,0.0161021366769,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,combined,later,2018-06,2018-06,xgboost,xgboost,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,10-19,,14,0,891,891,12,6b58e28ab480a2c97c26cbd1600240926ddb060a8c3d579a470e5b57ff816bba,0.000431790434953,7.05175371055e-05,7.05175371055e-05,0.110270952206,0.109839161771,0.0168786508695,0.0168081333324,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,combined,later,2018-06,2018-06,xgboost,xgboost,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,20+,20,66,0,3271,3271,37,81c79d2a461a6e6b702dd173daa2983ed04ea88a8315f02d082be798df8e18ac,-0.000177299741012,-6.73258691992e-06,-6.73258691992e-06,0.104387377711,0.104564677452,0.0149878048091,0.014994537396,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,combined,later,2018-06,2018-06,xgboost,xgboost,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,5-9,,7,0,647,647,8,c07efb7cd20cdaf4f2d1b057af14445bb18030a3d6b086bb0b2619744b5fe02a,-0.000408603266668,-5.06508919714e-05,-5.06508919714e-05,0.106478771265,0.106887374531,0.0157952817926,0.0158459326846,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,combined,later,2018-06,2018-06,xgboost,xgboost,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,cold_start,,0,1,420,420,3,3225773abd11f80c0e27b056bf258ad6909edd066ab5a32f0306366049f0a9f2,-0.000599392394768,-6.27827508797e-05,-6.27827508797e-05,0.09352508698,0.0941244793748,0.011392542536,0.0114553252869,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-06,2018-06,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,0-4,,2,0,96,96,1,3d155cab2e7ee7a7499947c6f20953167dadc4d6d8e8a864f7ddcc58f955c5c8,0.00261908249176,0.000355355571762,0.000355355571762,0.10330515069,0.100686068199,0.0143692910285,0.0140139354568,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-06,2018-06,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,10-19,,13,0,112,112,1,9025abc2056f230398d60ce7886ec79a1057c4e6fbd81e8541cd8726f85e05c3,0.00211181933813,0.00028242533103,0.00028242533103,0.099214040322,0.0971022209839,0.0130523767597,0.0127699514286,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-06,2018-06,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,20+,20,1644,0,5766,5766,67,18698c56975001fec5891aa97fc5a2e00aa8c0e5b595f5644a5bafb19ff3e6eb,-0.00181257609733,-0.00023328859725,-0.00023328859725,0.103486276922,0.105298853019,0.015017794922,0.0152510835193,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-06,2018-06,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,5-9,,6,0,100,100,2,3974f91099544f3514b36f93beb8c7811ca98b65a300ccbd74524589dac2a13c,0.00240660705302,0.000325834999603,0.000325834999603,0.127373785577,0.124967178524,0.0225132354756,0.022187400476,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-06,2018-06,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,cold_start,,0,1,22,22,0,6f8811e741ef6eb9953b5032284b7ba96e2a562ca9f9cb7518ef3e627c03bf35,-0.000754857670221,-0.000103766263024,-0.000103766263024,0.074346958022,0.0751018156922,0.00513378847015,0.00523755473317,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,seller,later,2018-06,2018-06,xgboost,xgboost,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,0-4,,2,0,812,812,10,dcbbbb042fb750833ac6d395cb290985bc53466219a69abb6ce1710985fca90f,-5.38871931849e-06,-1.90517224578e-06,-1.90517224578e-06,0.106730686521,0.10673607524,0.0157983824763,0.0158002876486,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-06,2018-06,xgboost,xgboost,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,10-19,,14,0,857,857,13,3379cebe0c22edb8f59f0ddc115397bb6d068b0f8673b52dc28b0d5ac7aae454,-0.000152327708762,-2.15928108753e-05,-2.15928108753e-05,0.114048792114,0.114201119823,0.0182444667843,0.0182660595951,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-06,2018-06,xgboost,xgboost,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,20+,20,78,0,3438,3438,38,6855508bdc09705b0e17b20f019cf8053c142f2822b20d1b0bc055c18574c8f1,-0.000201362342881,-2.75374382509e-05,-2.75374382509e-05,0.103626875804,0.103828238147,0.0147354891741,0.0147630266123,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-06,2018-06,xgboost,xgboost,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,5-9,,7,0,587,587,7,09e7cb52b55b073f70ad9e71f22f480669cbf9f12606c5dc40acbf623acc398f,-0.000256327141899,-3.59081631207e-05,-3.59081631207e-05,0.105644622976,0.105900950117,0.015452194482,0.0154881026451,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-06,2018-06,xgboost,xgboost,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,cold_start,,0,1,402,402,3,c1c6497b0afb1754d8bd05df8e6436164e707a152a728e7cb805e4ef4cf76900,0.00124185154577,0.000169655793171,0.000169655793171,0.0962121559053,0.0949703043595,0.0119025856395,0.0117329298463,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,0-4,,2,0,2013,2013,87,050e1da78e1bec6d008a9358bab7a5632d519d486594ea027cc79b395193e7da,0.00308905599541,0.00294869200255,0.00294869200255,0.188430872731,0.185341816736,0.0451429882799,0.0421942962773,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,10-19,,14,0,1828,1828,96,055a194c499ae2ec21445776adc57ed042dece9aec4e59cdd5d173393a0b033e,-0.000180479951252,0.00106569949998,0.00106569949998,0.207711628418,0.207892108369,0.0510484789295,0.0499827794296,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,20+,20,66,0,6109,6109,302,0ea5ea0309c560d9409e585d43df763e5969050387240f40684a209dd4c2a48f,0.000764591037874,0.00159074152089,0.00159074152089,0.201440756732,0.200676165694,0.049025017484,0.0474342759631,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,5-9,,7,0,1465,1465,70,5522c19bff82790beb748e4615517557391cfa14bfeeb2bcbb65404fb6c5db57,-0.0025100746115,0.000771451004607,0.000771451004607,0.193610721081,0.196120795692,0.0467486524536,0.045977201449,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,cold_start,,0,1,1092,1092,46,8e801a704530dca8bbc6e734ba0af463eede48c758e6e01f08519dab4d8b6bea,0.00674647819278,0.00259059505195,0.00259059505195,0.189040022595,0.182293544402,0.0438180959893,0.0412275009373,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,0-4,,2,0,197,197,11,02cc3fc1c0a967a56aaf6d717789ce6ec3bcb2146e65f8acf9f1245adc1a0710,0.0647987419588,0.0235050165233,0.0235050165233,0.2806539208,0.215855178842,0.0762787125133,0.05277369599,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
breach,geographic,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,10-19,,14,0,237,237,7,69ea06ae950f5ecde56e20dffb11237725a9b5bcc723003fe520b93e5464a232,0.00720215193583,0.00464549049605,0.00464549049605,0.155930277033,0.148728125098,0.0349337832273,0.0302882927312,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
breach,geographic,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,20+,20,1351,0,11808,11808,570,f5cc7d869c28fd13b6a31f87cf8dd601247819e27d28140335bff57bc3b4f641,0.00832265493784,0.00304221315331,0.00304221315331,0.206087243082,0.197764588144,0.0494901893113,0.046447976158,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
breach,geographic,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,5-9,,7,0,205,205,12,d4f1e9c3f67cb48d7522a572e64acb7fd1b644229573c606a3e6783043de92ed,-0.0133284391933,-0.00103472307474,-0.00103472307474,0.209245964606,0.2225744038,0.0540253138147,0.0550600368895,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
breach,geographic,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,cold_start,,0,1,60,60,1,86d68ec32f134976ab9a02bfbc2a27278ccd3e91f927f84d764e6fb80b0fe578,0.0113017040873,0.00192573038789,0.00192573038789,0.125102006205,0.113800302117,0.0209075418165,0.0189818114286,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
