period,cohort,cohort_month,family,model_family,comparison,candidate_model,candidate_specification,reference_model,reference_specification,representation,probability_type,probability_variant,n_orders,n_obs,n_events,order_id_sha256,paired_order_id_sha256,delta_log_loss,delta_brier,delta_brier_score,delta_average_precision,delta_roc_auc,delta_top_10pct_lift,delta_top10_lift,delta_calibration_intercept,delta_calibration_slope,is_pooled,replicates,valid_replicates,n_blocks,delta_log_loss_lower,delta_log_loss_upper,delta_brier_lower,delta_brier_upper,invalid_reason,task,model_family_evidence,candidate_specification_evidence,reference_specification_evidence,representation_evidence,later_month_count,primary_evidence_available,median_delta_log_loss,median_delta_brier,both_improved_month_count,high_support_guard_available,high_support_median_delta_log_loss,high_support_median_delta_brier,high_support_material_reversal,high_support_no_material_reversal,calibration_guard_available,median_delta_wace,median_delta_absolute_calibration_slope_error,calibration_not_systematically_worse,calibration_systematically_worse,score_guard_available,score_only_median_delta_log_loss,full_beats_metadata_log_loss,full_no_metadata_brier_worsening,score_contributes,benefit_not_metadata_only,all_guards_available,all_guards_pass,evidence_status,evidence_label,evidence_reason
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,7069,7069,403,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,-0.0137668385824,-0.00164537983728,-0.00164537983728,0.0650520044274,0.195183290041,2.1585035852,2.1585035852,3.44230522534,1.14949993246,False,500,500,5,-0.025098535661,-0.00389436859597,-0.00304178463459,-0.000477219520717,,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,7069,7069,403,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,-0.00185672346073,-0.000229430192901,-0.000229430192901,0.0200038925398,0.0535762012926,0.793932353179,0.793932353179,1.96947502276,0.626269831741,False,500,500,5,-0.00346745322287,6.29565578784e-05,-0.000441701157578,-7.6291170335e-06,,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-01,2018-01,random_forest,random_forest,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,7069,7069,403,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,-0.00898396871505,-0.0011669103895,-0.0011669103895,0.0449134231917,0.139614085478,1.06684659958,1.06684659958,-17.1723957407,-5.28115543722,False,500,500,5,-0.0182970430445,-0.00132731952386,-0.00251902662903,-7.02397136072e-05,,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
later,2018-01,2018-01,random_forest,random_forest,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,7069,7069,403,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,-0.00756098064244,-0.000647649210699,-0.000647649210699,0.0369102015837,0.127518707206,1.14127775769,1.14127775769,-14.1705106403,-4.30700435192,False,500,500,5,-0.0127349177013,-0.00287219485431,-0.00112003668391,-0.00022883707242,,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-01,2018-01,random_forest,random_forest,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,7069,7069,403,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,0.00329996997116,0.000147789925279,0.000147789925279,0.00389992844867,0.00912876647466,-0.124051930184,-0.124051930184,-18.5035457831,-5.69035107857,False,500,500,5,0.00198200657076,0.0044505768497,-5.42753823203e-05,0.000310670877113,,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
later,2018-01,2018-01,xgboost,xgboost,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,7069,7069,403,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,-0.00181105865422,-0.00015446444412,-0.00015446444412,0.0344592532819,0.164577624016,0.694690809031,0.694690809031,14.4498990462,4.71308727937,False,500,500,5,-0.00287548055639,-0.000851730389971,-0.000248287154102,-7.06340024076e-05,,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
later,2018-01,2018-01,xgboost,xgboost,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,7069,7069,403,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,-0.00141736015436,-0.000116476355956,-0.000116476355956,0.0425055398094,0.165821669016,1.2157089158,1.2157089158,13.7995592636,4.47774264682,False,500,500,5,-0.00207589142408,-0.000802963592101,-0.000170667646215,-6.54720241973e-05,,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
later,2018-01,2018-01,xgboost,xgboost,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,7069,7069,403,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,-0.000498769689566,-4.37347033592e-05,-4.37347033592e-05,0.00728520827527,0.0437254643579,0.0248103860368,0.0248103860368,12.2451161791,3.97334564479,False,500,500,5,-0.000890225846495,-0.00020117535781,-7.96227618152e-05,-1.69295890786e-05,,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-02,2018-02,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,6555,6555,926,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,-0.0754480743577,-0.0133061506223,-0.0133061506223,0.187501797013,0.209607509246,2.67614444503,2.67614444503,-0.391170181242,0.0588602630275,False,500,500,5,-0.123489256076,-0.0297947004125,-0.0222377739488,-0.00502508189534,,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-02,2018-02,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,6555,6555,926,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,-0.0676320070723,-0.0110556531354,-0.0110556531354,0.19501567892,0.208583135698,2.78405349523,2.78405349523,0.265845591051,0.29131283231,False,500,500,5,-0.111283826292,-0.0239087867817,-0.0185091991596,-0.00375473226066,,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
later,2018-02,2018-02,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,6555,6555,926,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,-0.00645633694161,-0.000978023738162,-0.000978023738162,0.0284870153764,0.0275846079409,0.906436021704,0.906436021704,-1.68837590382,-0.569205507659,False,500,500,5,-0.0107072633531,-0.00370685422303,-0.00170701852782,-0.000515172120802,,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-02,2018-02,random_forest,random_forest,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,6555,6555,926,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,-0.0186888329907,-0.0050802399135,-0.0050802399135,0.0804381510315,0.11986791634,1.00355416689,1.00355416689,12.7160732765,3.91188127732,False,500,500,5,-0.0408786487014,-0.000641643475145,-0.00965744969337,-0.00143809231018,,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
later,2018-02,2018-02,random_forest,random_forest,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,6555,6555,926,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,-0.0145727858391,-0.00145565744173,-0.00145565744173,0.041545015953,0.014768763427,0.701408826318,0.701408826318,11.9905199647,3.69384420994,False,500,500,5,-0.025042941918,-0.00684574982028,-0.00247835931054,-0.000729341579647,,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-02,2018-02,random_forest,random_forest,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,6555,6555,926,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,-0.0111661575564,-0.00204466886352,-0.00204466886352,0.021393161551,0.0436815365661,0.269772625507,0.269772625507,12.1359375608,3.73779587411,False,500,500,5,-0.0232514842015,-0.00257927913874,-0.00392259698678,-0.00075341101764,,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
later,2018-02,2018-02,xgboost,xgboost,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,6555,6555,926,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,-0.00545656784983,-0.000592222674236,-0.000592222674236,0.0414556488787,0.0793080380182,-0.345308960649,-0.345308960649,-63.2048608159,-21.725995635,False,500,500,5,-0.00872798921407,-0.00175074438275,-0.000963725578393,-0.000168413383244,,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
later,2018-02,2018-02,xgboost,xgboost,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,6555,6555,926,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,-0.00291412920965,-0.000317567741613,-0.000317567741613,0.0206457352444,0.0388369854199,-0.345308960649,-0.345308960649,-61.1107917085,-21.006827718,False,500,500,5,-0.00441705801445,-0.00146736545156,-0.000487859957389,-0.000154798518586,,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
later,2018-02,2018-02,xgboost,xgboost,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,6555,6555,926,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,-0.000210831099065,-2.8113626589e-05,-2.8113626589e-05,-0.00888615236705,-0.0392763178342,-0.237399910446,-0.237399910446,-55.5564215144,-19.1021059992,False,500,500,5,-0.000847628706197,0.000489583802347,-9.41872196054e-05,4.21308350097e-05,,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-03,2018-03,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,7003,7003,1328,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,-0.109133636956,-0.0185032282085,-0.0185032282085,0.202504058414,0.258101613502,2.04614750013,2.04614750013,8.95605543348,3.33952088095,False,500,500,5,-0.155852589598,-0.0675779664499,-0.0264205245566,-0.0114665541216,,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-03,2018-03,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,7003,7003,1328,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,-0.0978187916187,-0.0155027039732,-0.0155027039732,0.215646087694,0.262114537445,2.10632830896,2.10632830896,9.6885881243,3.60374357875,False,500,500,5,-0.138721538334,-0.0606533727232,-0.0218464885855,-0.00967705553426,,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
later,2018-03,2018-03,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,7003,7003,1328,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,-0.00796549479204,-0.00122434954503,-0.00122434954503,0.038862728059,0.058995939706,0.782350514755,0.782350514755,6.72372628135,2.32975266023,False,500,500,5,-0.0131164856415,-0.00280385246763,-0.00192309050785,-0.00057617145573,,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-03,2018-03,random_forest,random_forest,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,7003,7003,1328,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,-0.0881490456337,-0.0125852426961,-0.0125852426961,0.113502933726,0.139187211401,1.00802854786,1.00802854786,40.4074684801,12.5065918716,False,500,500,5,-0.11352693035,-0.0648849119994,-0.0164761878497,-0.00884270858002,,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
