task,outcome,period,cohort,cohort_month,family,model_family,model_id,specification,representation,quantile,probability_type,metric,estimate,n_orders,n_obs,n_events,order_id_sha256,fitted_model_sha256,evidence_status,evidence_label,mapping_status,median_support
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.9,,coverage_error,0.0633943427621,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,2cf6f37e498c5b3fb2c36704adbee56146ce2d20a2d9aaf7fc244585d9963edf,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.9,,empirical_coverage,0.963394342762,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,2cf6f37e498c5b3fb2c36704adbee56146ce2d20a2d9aaf7fc244585d9963edf,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.9,,pinball_loss,1.96309559992,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,2cf6f37e498c5b3fb2c36704adbee56146ce2d20a2d9aaf7fc244585d9963edf,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.9,,pinball_skill,0,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,2cf6f37e498c5b3fb2c36704adbee56146ce2d20a2d9aaf7fc244585d9963edf,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.9,,skill,0,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,2cf6f37e498c5b3fb2c36704adbee56146ce2d20a2d9aaf7fc244585d9963edf,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQB,DQB,full,0.5,,coverage,0.73377703827,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,19d6e81c44fe9f52200691c15e878a2b57b5a79afa49fa7f072c7f164341705e,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQB,DQB,full,0.5,,coverage_error,0.23377703827,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,19d6e81c44fe9f52200691c15e878a2b57b5a79afa49fa7f072c7f164341705e,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQB,DQB,full,0.5,,empirical_coverage,0.73377703827,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,19d6e81c44fe9f52200691c15e878a2b57b5a79afa49fa7f072c7f164341705e,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQB,DQB,full,0.5,,pinball_loss,2.36104825927,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,19d6e81c44fe9f52200691c15e878a2b57b5a79afa49fa7f072c7f164341705e,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQB,DQB,full,0.5,,pinball_skill,-0.0037987710822,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,19d6e81c44fe9f52200691c15e878a2b57b5a79afa49fa7f072c7f164341705e,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQB,DQB,full,0.5,,skill,-0.0037987710822,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,19d6e81c44fe9f52200691c15e878a2b57b5a79afa49fa7f072c7f164341705e,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQB,DQB,full,0.9,,coverage,0.966722129784,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,e592691b4f6b0a81f9dc15df7a2ed444a9e577f79d614c911079976e25a59dfa,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQB,DQB,full,0.9,,coverage_error,0.0667221297837,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,e592691b4f6b0a81f9dc15df7a2ed444a9e577f79d614c911079976e25a59dfa,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQB,DQB,full,0.9,,empirical_coverage,0.966722129784,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,e592691b4f6b0a81f9dc15df7a2ed444a9e577f79d614c911079976e25a59dfa,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQB,DQB,full,0.9,,pinball_loss,2.02876082212,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,e592691b4f6b0a81f9dc15df7a2ed444a9e577f79d614c911079976e25a59dfa,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQB,DQB,full,0.9,,pinball_skill,-0.0334498341338,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,e592691b4f6b0a81f9dc15df7a2ed444a9e577f79d614c911079976e25a59dfa,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQB,DQB,full,0.9,,skill,-0.0334498341338,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,e592691b4f6b0a81f9dc15df7a2ed444a9e577f79d614c911079976e25a59dfa,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQG,DQG,full,0.5,,coverage,0.73377703827,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1c36a3c078a28c198619d913746c3617cab366041f88ccff64fa26023f19b31a,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQG,DQG,full,0.5,,coverage_error,0.23377703827,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1c36a3c078a28c198619d913746c3617cab366041f88ccff64fa26023f19b31a,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQG,DQG,full,0.5,,empirical_coverage,0.73377703827,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1c36a3c078a28c198619d913746c3617cab366041f88ccff64fa26023f19b31a,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQG,DQG,full,0.5,,pinball_loss,2.35561977369,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1c36a3c078a28c198619d913746c3617cab366041f88ccff64fa26023f19b31a,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQG,DQG,full,0.5,,pinball_skill,-0.00149085249672,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1c36a3c078a28c198619d913746c3617cab366041f88ccff64fa26023f19b31a,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQG,DQG,full,0.5,,skill,-0.00149085249672,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1c36a3c078a28c198619d913746c3617cab366041f88ccff64fa26023f19b31a,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQG,DQG,full,0.9,,coverage,0.965058236273,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,0b8a8ca658daa10068bde23cfc7f8f8a21095b01497dc9be0df87a6b5a0c2309,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQG,DQG,full,0.9,,coverage_error,0.0650582362729,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,0b8a8ca658daa10068bde23cfc7f8f8a21095b01497dc9be0df87a6b5a0c2309,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQG,DQG,full,0.9,,empirical_coverage,0.965058236273,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,0b8a8ca658daa10068bde23cfc7f8f8a21095b01497dc9be0df87a6b5a0c2309,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQG,DQG,full,0.9,,pinball_loss,2.02108011071,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,0b8a8ca658daa10068bde23cfc7f8f8a21095b01497dc9be0df87a6b5a0c2309,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQG,DQG,full,0.9,,pinball_skill,-0.0295372832558,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,0b8a8ca658daa10068bde23cfc7f8f8a21095b01497dc9be0df87a6b5a0c2309,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQG,DQG,full,0.9,,skill,-0.0295372832558,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,0b8a8ca658daa10068bde23cfc7f8f8a21095b01497dc9be0df87a6b5a0c2309,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQS,DQS,full,0.5,,coverage,0.742096505824,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,7bd08c8bfb72fd89a9b53d6d5ac7fbe3c59d6227f853399912ecc8c519006310,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQS,DQS,full,0.5,,coverage_error,0.242096505824,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,7bd08c8bfb72fd89a9b53d6d5ac7fbe3c59d6227f853399912ecc8c519006310,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQS,DQS,full,0.5,,empirical_coverage,0.742096505824,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,7bd08c8bfb72fd89a9b53d6d5ac7fbe3c59d6227f853399912ecc8c519006310,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQS,DQS,full,0.5,,pinball_loss,2.35293674429,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,7bd08c8bfb72fd89a9b53d6d5ac7fbe3c59d6227f853399912ecc8c519006310,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQS,DQS,full,0.5,,pinball_skill,-0.000350163567186,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,7bd08c8bfb72fd89a9b53d6d5ac7fbe3c59d6227f853399912ecc8c519006310,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQS,DQS,full,0.5,,skill,-0.000350163567186,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,7bd08c8bfb72fd89a9b53d6d5ac7fbe3c59d6227f853399912ecc8c519006310,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQS,DQS,full,0.9,,coverage,0.966722129784,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,9ce70faf9341539ffd747f5ecb69e809b7c94d9dc95b1f8c824ded5df4913819,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQS,DQS,full,0.9,,coverage_error,0.0667221297837,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,9ce70faf9341539ffd747f5ecb69e809b7c94d9dc95b1f8c824ded5df4913819,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQS,DQS,full,0.9,,empirical_coverage,0.966722129784,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,9ce70faf9341539ffd747f5ecb69e809b7c94d9dc95b1f8c824ded5df4913819,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQS,DQS,full,0.9,,pinball_loss,2.05226462169,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,9ce70faf9341539ffd747f5ecb69e809b7c94d9dc95b1f8c824ded5df4913819,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQS,DQS,full,0.9,,pinball_skill,-0.0454226588737,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,9ce70faf9341539ffd747f5ecb69e809b7c94d9dc95b1f8c824ded5df4913819,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQS,DQS,full,0.9,,skill,-0.0454226588737,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,9ce70faf9341539ffd747f5ecb69e809b7c94d9dc95b1f8c824ded5df4913819,Not-supported,Not-supported,,
