period,cohort_month,cohort,model_family,family,specification,model_id,representation,probability_variant,probability_type,bin,n,positives,prevalence,mean_probability,min_probability,max_probability,absolute_calibration_error,weight,fitted_model_sha256,order_id_sha256
later,2018-06,2018-06,logistic_l2,logistic_l2,DPS,DPS,full,raw,raw,7,610,7,0.0114754098361,0.0670025713414,0.0645826074197,0.0696331382736,0.0555271615053,0.100065616798,4bac0169fa53dda3803eae4f954f7566a15776bbcaf5d4bbf184668e00767c32,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,logistic_l2,logistic_l2,DPS,DPS,full,raw,raw,8,609,7,0.0114942528736,0.0727916005644,0.0696620543074,0.0759233104562,0.0612973476908,0.0999015748031,4bac0169fa53dda3803eae4f954f7566a15776bbcaf5d4bbf184668e00767c32,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,logistic_l2,logistic_l2,DPS,DPS,full,raw,raw,9,610,1,0.0016393442623,0.0798944900804,0.0759238825727,0.0847823404832,0.0782551458181,0.100065616798,4bac0169fa53dda3803eae4f954f7566a15776bbcaf5d4bbf184668e00767c32,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,logistic_l2,logistic_l2,DPS,DPS,full,raw,raw,10,609,6,0.00985221674877,0.100769094061,0.0848432828205,0.197084200629,0.0909168773119,0.0999015748031,4bac0169fa53dda3803eae4f954f7566a15776bbcaf5d4bbf184668e00767c32,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,1,610,7,0.0114754098361,0.0698338157696,0.0695354044437,0.0701239407063,0.0583584059335,0.100065616798,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,2,610,4,0.00655737704918,0.0701239407063,0.0701239407063,0.0701239407063,0.0635665636571,0.100065616798,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,3,609,5,0.00821018062397,0.0704071853915,0.0701239407063,0.0712259709835,0.0621970047676,0.0999015748031,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,4,610,9,0.0147540983607,0.0716634900355,0.0712259709835,0.0721663832664,0.0569093916748,0.100065616798,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,5,609,5,0.00821018062397,0.0734455630012,0.0721663832664,0.0741318762302,0.0652353823772,0.0999015748031,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,6,610,10,0.016393442623,0.0741318762302,0.0741318762302,0.0741318762302,0.0577384336073,0.100065616798,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,7,610,5,0.00819672131148,0.0745568608163,0.0741318762302,0.0747081488371,0.0663601395048,0.100065616798,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,8,609,8,0.0131362889984,0.0747081488371,0.0747081488371,0.0747081488371,0.0615718598387,0.0999015748031,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,9,610,13,0.0213114754098,0.07503740542,0.0747081488371,0.075267188251,0.0537259300102,0.100065616798,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,10,609,5,0.00821018062397,0.075267188251,0.075267188251,0.075267188251,0.067057007627,0.0999015748031,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,raw,raw,1,610,7,0.0114754098361,0.0698338157696,0.0695354044437,0.0701239407063,0.0583584059335,0.100065616798,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,raw,raw,2,610,4,0.00655737704918,0.0701239407063,0.0701239407063,0.0701239407063,0.0635665636571,0.100065616798,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,raw,raw,3,609,5,0.00821018062397,0.0704071853915,0.0701239407063,0.0712259709835,0.0621970047676,0.0999015748031,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,raw,raw,4,610,9,0.0147540983607,0.0716634900355,0.0712259709835,0.0721663832664,0.0569093916748,0.100065616798,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,raw,raw,5,609,5,0.00821018062397,0.0734455630012,0.0721663832664,0.0741318762302,0.0652353823772,0.0999015748031,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,raw,raw,6,610,10,0.016393442623,0.0741318762302,0.0741318762302,0.0741318762302,0.0577384336073,0.100065616798,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,raw,raw,7,610,5,0.00819672131148,0.0745568608163,0.0741318762302,0.0747081488371,0.0663601395048,0.100065616798,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,raw,raw,8,609,8,0.0131362889984,0.0747081488371,0.0747081488371,0.0747081488371,0.0615718598387,0.0999015748031,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,raw,raw,9,610,13,0.0213114754098,0.07503740542,0.0747081488371,0.075267188251,0.0537259300102,0.100065616798,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DP0,DP0,full,raw,raw,10,609,5,0.00821018062397,0.075267188251,0.075267188251,0.075267188251,0.067057007627,0.0999015748031,576616a45e4d43f274301c9b0102eaede5e92598d28ef4094ddd919b1580831f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,1,610,1,0.0016393442623,0.0680782869458,0.0680782869458,0.0680782869458,0.0664389426835,0.100065616798,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,2,610,9,0.0147540983607,0.0685681742967,0.0680782869458,0.0685810223222,0.0538140759361,0.100065616798,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,3,609,5,0.00821018062397,0.0686436309823,0.0685810223222,0.0688386484981,0.0604334503584,0.0999015748031,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,4,610,4,0.00655737704918,0.0690123455324,0.0688386484981,0.0694232210517,0.0624549684832,0.100065616798,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,5,609,1,0.00164203612479,0.0709642481016,0.0694232210517,0.0726289004087,0.0693222119768,0.0999015748031,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,6,610,4,0.00655737704918,0.0728478996847,0.0726289004087,0.0729705616832,0.0662905226355,0.100065616798,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,7,610,6,0.00983606557377,0.0745307076661,0.0729705616832,0.075543217361,0.0646946420924,0.100065616798,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,8,609,6,0.00985221674877,0.0765165887736,0.075543217361,0.0773190483451,0.0666643720249,0.0999015748031,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,9,610,15,0.0245901639344,0.0797614325632,0.0773190483451,0.0824116691947,0.0551712686288,0.100065616798,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,10,609,20,0.0328407224959,0.0842522250485,0.0824116691947,0.0942414030433,0.0514115025526,0.0999015748031,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,raw,raw,1,610,1,0.0016393442623,0.0680782869458,0.0680782869458,0.0680782869458,0.0664389426835,0.100065616798,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,raw,raw,2,610,9,0.0147540983607,0.0685681742967,0.0680782869458,0.0685810223222,0.0538140759361,0.100065616798,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,raw,raw,3,609,5,0.00821018062397,0.0686436309823,0.0685810223222,0.0688386484981,0.0604334503584,0.0999015748031,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,raw,raw,4,610,4,0.00655737704918,0.0690123455324,0.0688386484981,0.0694232210517,0.0624549684832,0.100065616798,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,raw,raw,5,609,1,0.00164203612479,0.0709642481016,0.0694232210517,0.0726289004087,0.0693222119768,0.0999015748031,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,raw,raw,6,610,4,0.00655737704918,0.0728478996847,0.0726289004087,0.0729705616832,0.0662905226355,0.100065616798,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,raw,raw,7,610,6,0.00983606557377,0.0745307076661,0.0729705616832,0.075543217361,0.0646946420924,0.100065616798,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,raw,raw,8,609,6,0.00985221674877,0.0765165887736,0.075543217361,0.0773190483451,0.0666643720249,0.0999015748031,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,raw,raw,9,610,15,0.0245901639344,0.0797614325632,0.0773190483451,0.0824116691947,0.0551712686288,0.100065616798,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPB,DPB,full,raw,raw,10,609,20,0.0328407224959,0.0842522250485,0.0824116691947,0.0942414030433,0.0514115025526,0.0999015748031,7a6e5ab62b064d2d77bce9e8abef215460ed7d55cf73ea551dd830ca6175ee2a,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,1,610,5,0.00819672131148,0.0667194202542,0.0667194202542,0.0667194202542,0.0585226989428,0.100065616798,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,2,610,5,0.00819672131148,0.0667194202542,0.0667194202542,0.0667194202542,0.0585226989428,0.100065616798,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,3,609,5,0.00821018062397,0.0667194202542,0.0667194202542,0.0667194202542,0.0585092396303,0.0999015748031,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,4,610,2,0.00327868852459,0.0688394592678,0.0667194202542,0.0702624991536,0.0655607707432,0.100065616798,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,5,609,5,0.00821018062397,0.071069932789,0.0702624991536,0.0716848596931,0.062859752165,0.0999015748031,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,6,610,4,0.00655737704918,0.0728159403948,0.0716848596931,0.0733474120498,0.0662585633456,0.100065616798,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,7,610,2,0.00327868852459,0.0733474120498,0.0733474120498,0.0733474120498,0.0700687235252,0.100065616798,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,8,609,4,0.00656814449918,0.0743270981415,0.0733474120498,0.0754092931747,0.0677589536423,0.0999015748031,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,9,610,8,0.0131147540984,0.0759197076202,0.0754092931747,0.0794550105929,0.0628049535219,0.100065616798,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,10,609,31,0.0509031198686,0.0828633506359,0.0794550105929,0.0939493998885,0.0319602307672,0.0999015748031,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,raw,raw,1,610,5,0.00819672131148,0.0667194202542,0.0667194202542,0.0667194202542,0.0585226989428,0.100065616798,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,raw,raw,2,610,5,0.00819672131148,0.0667194202542,0.0667194202542,0.0667194202542,0.0585226989428,0.100065616798,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,raw,raw,3,609,5,0.00821018062397,0.0667194202542,0.0667194202542,0.0667194202542,0.0585092396303,0.0999015748031,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,raw,raw,4,610,2,0.00327868852459,0.0688394592678,0.0667194202542,0.0702624991536,0.0655607707432,0.100065616798,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,raw,raw,5,609,5,0.00821018062397,0.071069932789,0.0702624991536,0.0716848596931,0.062859752165,0.0999015748031,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,raw,raw,6,610,4,0.00655737704918,0.0728159403948,0.0716848596931,0.0733474120498,0.0662585633456,0.100065616798,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,raw,raw,7,610,2,0.00327868852459,0.0733474120498,0.0733474120498,0.0733474120498,0.0700687235252,0.100065616798,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,raw,raw,8,609,4,0.00656814449918,0.0743270981415,0.0733474120498,0.0754092931747,0.0677589536423,0.0999015748031,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,raw,raw,9,610,8,0.0131147540984,0.0759197076202,0.0754092931747,0.0794550105929,0.0628049535219,0.100065616798,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPG,DPG,full,raw,raw,10,609,31,0.0509031198686,0.0828633506359,0.0794550105929,0.0939493998885,0.0319602307672,0.0999015748031,3aba885566eed5a3ad888875ad60c23bba114ea85bd52d5947ab88d1b372f455,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,1,610,11,0.0180327868852,0.069551099849,0.0686808750033,0.0703052207828,0.0515183129638,0.100065616798,54c802feb6b34c504a42b92ab52f2732897f2aaf85e964356c73b2cdc724b41f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,2,610,6,0.00983606557377,0.0710837665518,0.0703052207828,0.0715563595295,0.061247700978,0.100065616798,54c802feb6b34c504a42b92ab52f2732897f2aaf85e964356c73b2cdc724b41f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,3,609,8,0.0131362889984,0.0716141709088,0.0715563595295,0.0720163881779,0.0584778819105,0.0999015748031,54c802feb6b34c504a42b92ab52f2732897f2aaf85e964356c73b2cdc724b41f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,4,610,4,0.00655737704918,0.0720633874785,0.0720163881779,0.0722821131349,0.0655060104293,0.100065616798,54c802feb6b34c504a42b92ab52f2732897f2aaf85e964356c73b2cdc724b41f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,5,609,6,0.00985221674877,0.0722821131349,0.0722821131349,0.0722821131349,0.0624298963861,0.0999015748031,54c802feb6b34c504a42b92ab52f2732897f2aaf85e964356c73b2cdc724b41f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,6,610,11,0.0180327868852,0.072287174986,0.0722821131349,0.0723298639059,0.0542543881008,0.100065616798,54c802feb6b34c504a42b92ab52f2732897f2aaf85e964356c73b2cdc724b41f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,7,610,5,0.00819672131148,0.0727408200014,0.0723298639059,0.0733244866133,0.0645440986899,0.100065616798,54c802feb6b34c504a42b92ab52f2732897f2aaf85e964356c73b2cdc724b41f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,8,609,6,0.00985221674877,0.0741234460757,0.0733244866133,0.0743064582348,0.0642712293269,0.0999015748031,54c802feb6b34c504a42b92ab52f2732897f2aaf85e964356c73b2cdc724b41f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,9,610,7,0.0114754098361,0.0753270293723,0.0743064582348,0.0761798471212,0.0638516195363,0.100065616798,54c802feb6b34c504a42b92ab52f2732897f2aaf85e964356c73b2cdc724b41f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,10,609,7,0.0114942528736,0.0763338985065,0.0761798471212,0.0808100104332,0.064839645633,0.0999015748031,54c802feb6b34c504a42b92ab52f2732897f2aaf85e964356c73b2cdc724b41f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPS,DPS,full,raw,raw,1,610,11,0.0180327868852,0.069551099849,0.0686808750033,0.0703052207828,0.0515183129638,0.100065616798,54c802feb6b34c504a42b92ab52f2732897f2aaf85e964356c73b2cdc724b41f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPS,DPS,full,raw,raw,2,610,6,0.00983606557377,0.0710837665518,0.0703052207828,0.0715563595295,0.061247700978,0.100065616798,54c802feb6b34c504a42b92ab52f2732897f2aaf85e964356c73b2cdc724b41f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPS,DPS,full,raw,raw,3,609,8,0.0131362889984,0.0716141709088,0.0715563595295,0.0720163881779,0.0584778819105,0.0999015748031,54c802feb6b34c504a42b92ab52f2732897f2aaf85e964356c73b2cdc724b41f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
later,2018-06,2018-06,xgboost,xgboost,DPS,DPS,full,raw,raw,4,610,4,0.00655737704918,0.0720633874785,0.0720163881779,0.0722821131349,0.0655060104293,0.100065616798,54c802feb6b34c504a42b92ab52f2732897f2aaf85e964356c73b2cdc724b41f,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336
