task,period,cohort,family,model_id,quantile,reference_kind,population,metric,all_mature_value,reference_value,all_mature_minus_reference,n_orders,n_events,order_id_sha256,difference_aggregation
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,promise_only,all_mature_support_ge20,empirical_coverage,0.952941176471,0.952941176471,0,425,,1e96f7682249f209c5f6475dbf371e86479802ce512c6dce962aa209aa253982,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,promise_only,all_mature_support_ge20,pinball_loss,2.15378984743,2.07741640248,0.0763734449495,425,,1e96f7682249f209c5f6475dbf371e86479802ce512c6dce962aa209aa253982,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,promise_only,all_mature_support_ge20,pinball_skill_vs_reference,-0.0367636670521,0,-0.0367636670521,425,,1e96f7682249f209c5f6475dbf371e86479802ce512c6dce962aa209aa253982,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,promise_only,all_orders,absolute_coverage_error,0.0633943427621,0.0633943427621,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,promise_only,all_orders,empirical_coverage,0.963394342762,0.963394342762,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,promise_only,all_orders,pinball_loss,2.04725501113,1.96309559992,0.0841594112096,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,promise_only,all_orders,pinball_skill_vs_reference,-0.0428707655466,0,-0.0428707655466,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,selected_90d,all_orders,absolute_coverage_error,0.0633943427621,0.0667221297837,-0.00332778702163,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,selected_90d,all_orders,empirical_coverage,0.963394342762,0.966722129784,-0.00332778702163,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,selected_90d,all_orders,pinball_loss,2.04725501113,2.05226462169,-0.00500961056156,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,selected_90d,all_orders,pinball_skill_vs_reference,0.00244101589464,0,0.00244101589464,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,selected_90d,common_support_ge20,absolute_coverage_error,0.05625,0.059375,-0.003125,320,,51af5b99091563e7c84e741c322618efd70ea2d20d86533f54d80d01d983385b,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,selected_90d,common_support_ge20,empirical_coverage,0.95625,0.959375,-0.003125,320,,51af5b99091563e7c84e741c322618efd70ea2d20d86533f54d80d01d983385b,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,selected_90d,common_support_ge20,pinball_loss,2.18676550448,2.18965047538,-0.00288497090256,320,,51af5b99091563e7c84e741c322618efd70ea2d20d86533f54d80d01d983385b,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,selected_90d,common_support_ge20,pinball_skill_vs_reference,0.0013175485928,0,0.0013175485928,320,,51af5b99091563e7c84e741c322618efd70ea2d20d86533f54d80d01d983385b,paired_same_terminal_orders
