variant,model_id,row_term,column_term,covariance_hc1
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",3.72734331558e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",8.70476785726e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",9.87956167146e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.000148758413595
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",-1.03227147771e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.000114713202766
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.000202860715395
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",6.4021991314e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.000188167260967
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",-1.53539122995e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.000181825453961
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00044537649189
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",-0.000304037452442
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","cr(actual_delivery_days, df=4, constraints=""center"")[0]",0.000582889660369
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","cr(actual_delivery_days, df=4, constraints=""center"")[1]",0.000929257928042
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","cr(actual_delivery_days, df=4, constraints=""center"")[2]",0.000479581190855
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","cr(actual_delivery_days, df=4, constraints=""center"")[3]",0.000983463487353
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",Intercept,-0.00437280573182
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",0.00435864701476
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",0.00453322975119
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",0.00420063292608
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",0.00408317505374
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",0.00406108486288
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",0.00400441246431
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",0.00381517809656
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",2.58443062688e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",-9.98405265351e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",2.60967411092e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",3.55243658909e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",1.27832531728e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",3.06650228335e-07
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",-8.60397450184e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",4.24593163143e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",2.85361034828e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",3.20650372515e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",6.42486440368e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",-3.63515502233e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",5.38925393725e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00011429037697
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",3.66493901372e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.000151154076913
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",5.06186398159e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.000111430277199
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.000359608151954
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",-0.000143265663529
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","cr(actual_delivery_days, df=4, constraints=""center"")[0]",0.000506698703171
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","cr(actual_delivery_days, df=4, constraints=""center"")[1]",0.000806656534717
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","cr(actual_delivery_days, df=4, constraints=""center"")[2]",0.000384387141247
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","cr(actual_delivery_days, df=4, constraints=""center"")[3]",0.000848320117277
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",Intercept,-0.00421427546576
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",0.00421535966997
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",0.00420063292608
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",0.00464400483969
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",0.00408810077676
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",0.0040766105503
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",0.00404625006216
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",0.00392083888856
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",3.25109492458e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",-5.6592667043e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",3.04366122084e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",1.68372822035e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",1.21054178379e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",1.30208364982e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",8.75667730741e-08
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",8.15397216487e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",-1.87255947986e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",2.3176094081e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",1.88355368408e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",-7.02732796055e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",3.22493245639e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",2.89056346172e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",1.69311224163e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",4.98334828953e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",2.76222147634e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",1.34375637632e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",8.91495088865e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",-8.92839479525e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","cr(actual_delivery_days, df=4, constraints=""center"")[0]",0.000264231026991
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","cr(actual_delivery_days, df=4, constraints=""center"")[1]",0.000503243421888
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","cr(actual_delivery_days, df=4, constraints=""center"")[2]",0.000178455391784
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","cr(actual_delivery_days, df=4, constraints=""center"")[3]",0.000504737015364
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",Intercept,-0.00409013402064
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",0.00407737061507
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",0.00408317505374
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",0.00408810077676
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",0.00951900667269
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",0.00411986967183
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",0.00413140496631
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",0.00420192241191
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",1.6684782255e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",1.67509331421e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",-9.02725288049e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",1.65559909187e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",8.3809216139e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",-8.33948301286e-07
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",1.82071119541e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",-3.8379839942e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",-1.76797774482e-07
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",7.40973761976e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",-2.71039401515e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",4.5201069561e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",3.51347117172e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",-4.04464266088e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",5.23882088699e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",3.64557106047e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",6.91694251671e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",1.15253635093e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",5.86139269908e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",1.56262711867e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","cr(actual_delivery_days, df=4, constraints=""center"")[0]",-9.03985727793e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","cr(actual_delivery_days, df=4, constraints=""center"")[1]",-0.000250071483687
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","cr(actual_delivery_days, df=4, constraints=""center"")[2]",-6.32913390973e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","cr(actual_delivery_days, df=4, constraints=""center"")[3]",-0.000239833759851
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",Intercept,-0.00406536709123
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",0.00405340851874
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",0.00406108486288
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",0.0040766105503
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",0.00411986967183
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",0.00819903236413
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",0.00414887411713
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",0.00426818247381
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",-1.27317428633e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",-2.2751383654e-07
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",1.47013784386e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",2.95850069342e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",-6.29380587224e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",1.16108320764e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",-7.33702152597e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",-2.06881619846e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",-3.66840036333e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",2.49359224498e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",-2.15360865085e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",1.22652296853e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",1.9758128495e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",-3.42886015001e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",-5.28394007382e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",1.05080907314e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",-1.42781126435e-07
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",-6.71075326486e-06
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",4.2388242544e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",6.09045487093e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","cr(actual_delivery_days, df=4, constraints=""center"")[0]",-0.00015949928207
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","cr(actual_delivery_days, df=4, constraints=""center"")[1]",-0.000460307670147
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","cr(actual_delivery_days, df=4, constraints=""center"")[2]",-7.68146705984e-05
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","cr(actual_delivery_days, df=4, constraints=""center"")[3]",-0.000499781001309
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",Intercept,-0.00400354777806
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",0.0039860332417
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",0.00400441246431
low_review_3,B,"C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",0.00404625006216
