variant,model_id,row_term,column_term,covariance_hc1
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.0013381132871
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00140932376119
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.00140224166005
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.0013995974567
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00140757539432
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00141200450452
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.00140985052251
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00143360923502
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00143561567941
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00147914423481
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.00140012036926
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00146238716992
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00275315351071
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.00141866521709
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00145961192784
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00134690337589
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.00146306388503
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00154455109716
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00125527527085
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","cr(promised_lead_days, df=4, constraints=""center"")[0]",0.000153484276445
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","cr(promised_lead_days, df=4, constraints=""center"")[1]",9.65849511061e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","cr(promised_lead_days, df=4, constraints=""center"")[2]",0.000119652348962
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","cr(promised_lead_days, df=4, constraints=""center"")[3]",-8.82076176934e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",Intercept,-0.00138338490287
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",-5.21314100095e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",-4.08674496157e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",-2.68875576159e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",-3.42159642866e-06
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",-1.80070011666e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",2.54465732392e-06
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",-1.39190094443e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.00136116134758
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.00138426966584
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00141434411559
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.0013961607496
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.00141891506542
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00141645400927
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00142313336531
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.00142134603658
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00142053445975
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00142224581691
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00141568117207
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.0013961645557
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00140783547372
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00141866521709
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.00309097361996
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00142381921253
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00140284507194
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.001446059626
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00147696254125
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00128907708797
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","cr(promised_lead_days, df=4, constraints=""center"")[0]",0.000166627634876
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","cr(promised_lead_days, df=4, constraints=""center"")[1]",0.000110882486468
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","cr(promised_lead_days, df=4, constraints=""center"")[2]",0.000295952429223
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","cr(promised_lead_days, df=4, constraints=""center"")[3]",0.000544413979482
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",Intercept,-0.00154235827873
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",0.000109081887775
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",0.000134160019572
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",4.41904570286e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",7.25705370641e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",3.15046748651e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",4.12679846945e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",9.65545158094e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.00141233281573
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.00138530490888
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00140961446396
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.00140209380079
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.00141715402729
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00141182624019
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00141584739504
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.00141730027022
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00142394461927
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00143083508051
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00143224322985
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.00139372121644
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00141958548013
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00145961192784
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.00142381921253
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00342538961414
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00141313882292
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.00148217701996
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.0015978262314
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.0014375200633
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","cr(promised_lead_days, df=4, constraints=""center"")[0]",0.000392045973852
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","cr(promised_lead_days, df=4, constraints=""center"")[1]",-3.39697882553e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","cr(promised_lead_days, df=4, constraints=""center"")[2]",0.000209686405566
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","cr(promised_lead_days, df=4, constraints=""center"")[3]",0.000254195195513
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",Intercept,-0.00131010964485
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",-0.000194567165855
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",-4.21091732633e-05
